locus_tag	ftype	length_bp	gene	EC_number	COG	product
FKNNEFFE_02941	CDS	711				hypothetical protein
FKNNEFFE_02942	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
FKNNEFFE_02943	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
FKNNEFFE_02944	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
FKNNEFFE_02945	CDS	441	yiaC	2.3.1.-	COG0456	Peptidyl-lysine N-acetyltransferase YiaC
FKNNEFFE_02946	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
FKNNEFFE_02947	CDS	699				hypothetical protein
FKNNEFFE_02948	CDS	1203	yhjX		COG2223	putative MFS-type transporter YhjX
FKNNEFFE_02949	CDS	525	lpfA		COG3539	putative major fimbrial subunit LpfA
FKNNEFFE_02950	CDS	687	lpfB		COG3121	putative fimbrial chaperone LpfB
FKNNEFFE_02951	CDS	2532				hypothetical protein
FKNNEFFE_02952	CDS	1056	lpfD		COG3539	putative minor fimbrial subunit LpfD
FKNNEFFE_02953	CDS	525	lpfE		COG3539	putative fimbrial subunit LpfE
FKNNEFFE_02954	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
FKNNEFFE_02955	tRNA	77				tRNA-Pro(cgg)
FKNNEFFE_02956	CDS	1608	dppA		COG0747	Dipeptide-binding protein
FKNNEFFE_02957	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
FKNNEFFE_02958	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
FKNNEFFE_02959	CDS	984	dppD	7.4.2.9	COG0444	Dipeptide transport ATP-binding protein DppD
FKNNEFFE_02960	CDS	1005	dppF	7.4.2.9	COG4608	Dipeptide transport ATP-binding protein DppF
FKNNEFFE_02961	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
FKNNEFFE_02962	CDS	108	ldrD_1			Small toxic polypeptide LdrD
FKNNEFFE_02963	CDS	108	ldrD_2			Small toxic polypeptide LdrD
FKNNEFFE_02964	CDS	108	ldrD_3			Small toxic polypeptide LdrD
FKNNEFFE_02965	CDS	108	ldrD_4			Small toxic polypeptide LdrD
FKNNEFFE_02966	CDS	1680	bcsG		COG2194	Cellulose biosynthesis protein BcsG
FKNNEFFE_02967	CDS	192	bcsF			Cellulose biosynthesis protein BcsF
FKNNEFFE_02968	CDS	1377	bcsE			Cyclic di-GMP binding protein BcsE
FKNNEFFE_02969	CDS	189	yhjR			Protein YhjR
FKNNEFFE_02970	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
FKNNEFFE_02971	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
FKNNEFFE_02972	CDS	2304	bcsB		COG1215	Cyclic di-GMP-binding protein
FKNNEFFE_02973	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
FKNNEFFE_02974	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
FKNNEFFE_02975	CDS	1950	pdeK	3.1.4.52	COG2199	putative cyclic di-GMP phosphodiesterase PdeK
FKNNEFFE_02976	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
FKNNEFFE_02977	CDS	1497	yhjJ		COG0612	Protein YhjJ
FKNNEFFE_02978	CDS	930	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
FKNNEFFE_02979	CDS	768	pdeH	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeH
FKNNEFFE_02980	CDS	2061				hypothetical protein
FKNNEFFE_02981	CDS	1323	yhjE		COG0477	Inner membrane metabolite transport protein YhjE
FKNNEFFE_02982	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
FKNNEFFE_02983	CDS	972				HTH-type transcriptional regulator
FKNNEFFE_02984	CDS	603	yhjB		COG2197	Putative HTH-type transcriptional regulator YhjB
FKNNEFFE_02985	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
FKNNEFFE_02986	CDS	1398	ccp	1.11.1.-	COG1858	Cytochrome c peroxidase Ccp
FKNNEFFE_02987	CDS	1401	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
FKNNEFFE_02988	CDS	825	gadX		COG2207	HTH-type transcriptional regulator GadX
FKNNEFFE_02989	CDS	729	gadW		COG2207	HTH-type transcriptional regulator GadW
FKNNEFFE_02990	CDS	282				hypothetical protein
FKNNEFFE_02991	CDS	3114	acrB_2			multidrug efflux RND transporter permease subunit AcrB
FKNNEFFE_02992	CDS	1158	mdtE		COG0845	Multidrug resistance protein MdtE
FKNNEFFE_02993	CDS	279				hypothetical protein
FKNNEFFE_02994	CDS	528	gadE		COG2771	Transcriptional regulator GadE
FKNNEFFE_02995	CDS	573	hdeD		COG3247	Protein HdeD
FKNNEFFE_02996	CDS	333	hdeA			Acid stress chaperone HdeA
FKNNEFFE_02997	CDS	339	hdeB			Acid stress chaperone HdeB
FKNNEFFE_02998	CDS	576	sapB_1		COG1285	Protein SapB
FKNNEFFE_02999	CDS	531	dctR		COG2197	HTH-type transcriptional regulator DctR
FKNNEFFE_03000	CDS	567	slp_2		COG3065	Outer membrane protein Slp
FKNNEFFE_03001	CDS	1146				hypothetical protein
FKNNEFFE_03002	CDS	1014				hypothetical protein
FKNNEFFE_03003	CDS	297				hypothetical protein
FKNNEFFE_03004	CDS	426	arsC	1.20.4.1	COG1393	Arsenate reductase
FKNNEFFE_03005	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
FKNNEFFE_03006	CDS	354				hypothetical protein
FKNNEFFE_03007	CDS	174				hypothetical protein
FKNNEFFE_03008	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
FKNNEFFE_03009	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
FKNNEFFE_03010	CDS	2043	prlC	3.4.24.70		Oligopeptidase A
FKNNEFFE_03011	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
FKNNEFFE_03012	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
FKNNEFFE_03013	CDS	435	uspA		COG0589	Universal stress protein A
FKNNEFFE_03014	CDS	336	uspB			Universal stress protein B
FKNNEFFE_03015	CDS	1500	pitA		COG0306	Low-affinity inorganic phosphate transporter PitA
FKNNEFFE_03016	CDS	1203	rdsA	1.3.1.-	COG2081	Ribosomal RNA dihydrouridine synthase
FKNNEFFE_03017	CDS	843				hypothetical protein
FKNNEFFE_03018	CDS	2124	tnsB			Transposon Tn7 transposition protein TnsB
FKNNEFFE_03019	CDS	1449				hypothetical protein
FKNNEFFE_03020	CDS	1557				hypothetical protein
FKNNEFFE_03021	CDS	927				hypothetical protein
FKNNEFFE_03022	CDS	300				hypothetical protein
FKNNEFFE_03023	CDS	1827				hypothetical protein
FKNNEFFE_03024	CDS	351				hypothetical protein
FKNNEFFE_03025	CDS	432	silE_1			Silver-binding protein SilE
FKNNEFFE_03026	CDS	1482	silS			copper/silver sensor histidine kinase SilS
FKNNEFFE_03027	CDS	681	cusR_1		COG0745	Transcriptional regulatory protein CusR
FKNNEFFE_03028	CDS	1386	silC			Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC
FKNNEFFE_03029	CDS	354	cusF_1		COG5569	Cation efflux system protein CusF
FKNNEFFE_03030	CDS	1293	silB			Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB
FKNNEFFE_03031	CDS	3147	silA_1			Cu(+)/Ag(+) efflux RND transporter permease subunit SilA
FKNNEFFE_03032	CDS	441				hypothetical protein
FKNNEFFE_03033	CDS	2448	silP			Ag(+)-translocating P-type ATPase SilP
FKNNEFFE_03034	CDS	198				hypothetical protein
FKNNEFFE_03035	CDS	738	mepM_2	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
FKNNEFFE_03036	CDS	450	silE_2			Silver-binding protein SilE
FKNNEFFE_03037	CDS	1818	pcoA			multicopper oxidase PcoA
FKNNEFFE_03038	CDS	897	pcoB		COG3667	Copper resistance protein B
FKNNEFFE_03039	CDS	381	pcoC		COG2372	Copper resistance protein C
FKNNEFFE_03040	CDS	930	copD			Copper resistance protein D
FKNNEFFE_03041	CDS	681	copR			Transcriptional activator protein CopR
FKNNEFFE_03042	CDS	1401	pcoS			copper resistance membrane spanning protein PcoS
FKNNEFFE_03043	CDS	435	pcoE			putative copper-binding protein PcoE
FKNNEFFE_03044	CDS	1053	yhiM			Inner membrane protein YhiM
FKNNEFFE_03045	CDS	1086				hypothetical protein
FKNNEFFE_03046	CDS	372				hypothetical protein
FKNNEFFE_03047	CDS	195				hypothetical protein
FKNNEFFE_03048	CDS	1341				hypothetical protein
FKNNEFFE_03049	CDS	1068				hypothetical protein
FKNNEFFE_03050	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
FKNNEFFE_03051	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
FKNNEFFE_03052	CDS	360				hypothetical protein
FKNNEFFE_03053	CDS	402	nikR		COG0864	Nickel-responsive regulator
FKNNEFFE_03054	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
FKNNEFFE_03055	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
FKNNEFFE_03056	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
FKNNEFFE_03057	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
FKNNEFFE_03058	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
FKNNEFFE_03059	CDS	588				hypothetical protein
FKNNEFFE_03060	CDS	1050	yhhT_2		COG0628	Putative transport protein YhhT
FKNNEFFE_03061	CDS	1251	yhhS		COG0477	putative MFS-type transporter YhhS
FKNNEFFE_03062	CDS	558	dcrB			Inner membrane lipoprotein DcrB
FKNNEFFE_03063	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
FKNNEFFE_03064	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
FKNNEFFE_03065	CDS	2199	zntA	7.2.2.-		Zinc/cadmium/lead-transporting P-type ATPase
FKNNEFFE_03066	CDS	627				hypothetical protein
FKNNEFFE_03067	CDS	360				hypothetical protein
FKNNEFFE_03068	CDS	270				hypothetical protein
FKNNEFFE_03069	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
FKNNEFFE_03070	CDS	1494	ftsY	3.6.5.4	COG0552	Signal recognition particle receptor FtsY
FKNNEFFE_03071	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
FKNNEFFE_03072	CDS	1059	ftsX		COG2177	Cell division protein FtsX
FKNNEFFE_03073	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
FKNNEFFE_03074	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
FKNNEFFE_03075	CDS	384	panZ		COG0456	PanD regulatory factor
FKNNEFFE_03076	CDS	1110	livK		COG0683	Leucine-specific-binding protein
FKNNEFFE_03077	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
FKNNEFFE_03078	CDS	1278				hypothetical protein
FKNNEFFE_03079	CDS	768	lptB_1	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
FKNNEFFE_03080	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
FKNNEFFE_03081	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
FKNNEFFE_03082	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
FKNNEFFE_03083	CDS	846	ugpE		COG0395	sn-glycerol-3-phosphate transport system permease protein UgpE
FKNNEFFE_03084	CDS	1071	ugpC	7.6.2.10	COG3842	sn-glycerol-3-phosphate import ATP-binding protein UgpC
FKNNEFFE_03085	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
FKNNEFFE_03086	CDS	441	yhhA			putative protein YhhA
FKNNEFFE_03087	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
FKNNEFFE_03088	CDS	285				hypothetical protein
FKNNEFFE_03089	CDS	156				hypothetical protein
FKNNEFFE_03090	CDS	495				hypothetical protein
FKNNEFFE_03091	CDS	1179				hypothetical protein
FKNNEFFE_03092	CDS	489	aaaT	2.3.1.-	COG1247	L-amino acid N-acetyltransferase AaaT
FKNNEFFE_03093	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
FKNNEFFE_03094	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
FKNNEFFE_03095	CDS	996	gntR_3		COG1609	HTH-type transcriptional regulator GntR
FKNNEFFE_03096	CDS	528	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
FKNNEFFE_03097	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
FKNNEFFE_03098	CDS	594				hypothetical protein
FKNNEFFE_03099	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
FKNNEFFE_03100	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
FKNNEFFE_03101	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
FKNNEFFE_03102	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
FKNNEFFE_03103	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
FKNNEFFE_03104	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
FKNNEFFE_03105	CDS	1506				hypothetical protein
FKNNEFFE_03106	CDS	711				hypothetical protein
FKNNEFFE_03107	CDS	768				hypothetical protein
FKNNEFFE_03108	CDS	606				hypothetical protein
FKNNEFFE_03109	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
FKNNEFFE_03110	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
FKNNEFFE_03111	CDS	831	glpG_1	3.4.21.105	COG0705	Rhomboid protease GlpG
FKNNEFFE_03112	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
FKNNEFFE_03113	CDS	1599	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
FKNNEFFE_03114	CDS	1227	rtcB	6.5.1.8	COG1690	RNA-splicing ligase RtcB
FKNNEFFE_03115	CDS	1017	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
FKNNEFFE_03116	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
FKNNEFFE_03117	CDS	2394	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
FKNNEFFE_03118	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
FKNNEFFE_03119	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
FKNNEFFE_03120	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
FKNNEFFE_03121	CDS	684				hypothetical protein
FKNNEFFE_03122	CDS	771	bioH	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
FKNNEFFE_03123	CDS	879				ISNCY family transposase ISVsa17
FKNNEFFE_03124	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
FKNNEFFE_03125	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
FKNNEFFE_03126	CDS	228	feoA		COG1918	Fe(2+) transport protein A
FKNNEFFE_03127	CDS	2322	yhgF		COG2183	Protein YhgF
FKNNEFFE_03128	CDS	477	greB		COG0782	Transcription elongation factor GreB
FKNNEFFE_03129	CDS	720	ompR		COG0745	DNA-binding dual transcriptional regulator OmpR
FKNNEFFE_03130	CDS	1353	envZ			two-component system sensor histidine kinase EnvZ
FKNNEFFE_03131	CDS	297				hypothetical protein
FKNNEFFE_03132	CDS	318	higB-2_2		COG4737	Toxin HigB-2
FKNNEFFE_03133	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
FKNNEFFE_03134	CDS	1725				hypothetical protein
FKNNEFFE_03135	CDS	879	hslO		COG1281	33 kDa chaperonin
FKNNEFFE_03136	CDS	402	hslR		COG1188	Heat shock protein 15
FKNNEFFE_03137	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
FKNNEFFE_03138	CDS	2136	yrfF			Putative membrane protein IgaA 
FKNNEFFE_03139	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
FKNNEFFE_03140	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
FKNNEFFE_03141	CDS	780				hypothetical protein
FKNNEFFE_03142	CDS	540				hypothetical protein
FKNNEFFE_03143	CDS	441				hypothetical protein
FKNNEFFE_03144	CDS	405				hypothetical protein
FKNNEFFE_03145	CDS	1209	pilQ			Fimbrial assembly protein PilQ
FKNNEFFE_03146	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
FKNNEFFE_03147	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
FKNNEFFE_03148	CDS	1287	damX		COG3266	Cell division protein DamX
FKNNEFFE_03149	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
FKNNEFFE_03150	CDS	678	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
FKNNEFFE_03151	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
FKNNEFFE_03152	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
FKNNEFFE_03153	CDS	906				hypothetical protein
FKNNEFFE_03154	CDS	363				hypothetical protein
FKNNEFFE_03155	CDS	1164	yhfX		COG3457	putative protein YhfX
FKNNEFFE_03156	CDS	1227	deoB_2	5.4.2.7		Phosphopentomutase
FKNNEFFE_03157	CDS	879	php_2	3.1.-.-	COG1735	Phosphotriesterase homology protein
FKNNEFFE_03158	CDS	354				hypothetical protein
FKNNEFFE_03159	CDS	1305				hypothetical protein
FKNNEFFE_03160	CDS	1086	yhfS		COG0626	putative protein YhfS
FKNNEFFE_03161	CDS	732	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
FKNNEFFE_03162	CDS	786	frlD	2.7.1.218	COG0524	Fructoselysine 6-kinase
FKNNEFFE_03163	CDS	831	frlC	5.1.3.41	COG1082	Fructoselysine 3-epimerase
FKNNEFFE_03164	CDS	1023	frlB	3.5.-.-	COG2222	Fructoselysine 6-phosphate deglycase
FKNNEFFE_03165	CDS	1338	frlA		COG0531	putative fructoselysine/psicoselysine transporter FrlA
FKNNEFFE_03166	CDS	168				hypothetical protein
FKNNEFFE_03167	CDS	1374	cysG		COG0007	Siroheme synthase
FKNNEFFE_03168	CDS	807	nirC		COG2116	Nitrite transporter NirC
FKNNEFFE_03169	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
FKNNEFFE_03170	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
FKNNEFFE_03171	CDS	1182	tsgA		COG0738	Protein TsgA
FKNNEFFE_03172	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
FKNNEFFE_03173	CDS	168	yhfG			putative protein YhfG
FKNNEFFE_03174	CDS	603	fic_2	2.7.7.108	COG2184	putative protein adenylyltransferase Fic
FKNNEFFE_03175	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
FKNNEFFE_03176	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
FKNNEFFE_03177	CDS	2091				hypothetical protein
FKNNEFFE_03178	CDS	633	crp		COG0664	DNA-binding transcriptional dual regulator CRP
FKNNEFFE_03179	CDS	405	yhfA		COG1765	Protein YhfA
FKNNEFFE_03180	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
FKNNEFFE_03181	CDS	219				hypothetical protein
FKNNEFFE_03182	CDS	1023				hypothetical protein
FKNNEFFE_03183	CDS	1914	yheS		COG0488	putative ATP-binding protein YheS
FKNNEFFE_03184	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
FKNNEFFE_03185	CDS	1806	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
FKNNEFFE_03186	CDS	201				hypothetical protein
FKNNEFFE_03187	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
FKNNEFFE_03188	CDS	219	slyX		COG2900	Protein SlyX 
FKNNEFFE_03189	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
FKNNEFFE_03190	CDS	723	dauR			Transcriptional regulator DauR
FKNNEFFE_03191	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
FKNNEFFE_03192	CDS	360	tusC		COG2923	Protein TusC
FKNNEFFE_03193	CDS	288	tusB		COG2168	Protein TusB
FKNNEFFE_03194	CDS	375	rpsL		COG0048	Small ribosomal subunit protein uS12
FKNNEFFE_03195	CDS	471	rpsG		COG0049	Small ribosomal subunit protein uS7
FKNNEFFE_03196	CDS	2115	fusA1			elongation factor G FusA1
FKNNEFFE_03197	CDS	1185	tufA	3.6.5.3	COG0050	Elongation factor Tu 1
FKNNEFFE_03198	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
FKNNEFFE_03199	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
FKNNEFFE_03200	CDS	468				hypothetical protein
FKNNEFFE_03201	CDS	312	rpsJ		COG0051	Small ribosomal subunit protein uS10
FKNNEFFE_03202	CDS	630	rplC		COG0087	Large ribosomal subunit protein uL3
FKNNEFFE_03203	CDS	606	rplD		COG0088	Large ribosomal subunit protein uL4
FKNNEFFE_03204	CDS	303	rplW		COG0089	Large ribosomal subunit protein uL23
FKNNEFFE_03205	CDS	822	rplB		COG0090	Large ribosomal subunit protein uL2
FKNNEFFE_03206	CDS	279	rpsS		COG0185	Small ribosomal subunit protein uS19
FKNNEFFE_03207	CDS	333	rplV		COG0091	Large ribosomal subunit protein uL22
FKNNEFFE_03208	CDS	702	rpsC		COG0092	Small ribosomal subunit protein uS3
FKNNEFFE_03209	CDS	411	rplP		COG0197	Large ribosomal subunit protein uL16
FKNNEFFE_03210	CDS	192	rpmC		COG0255	Large ribosomal subunit protein uL29
FKNNEFFE_03211	CDS	255	rpsQ		COG0186	Small ribosomal subunit protein uS17
FKNNEFFE_03212	CDS	372	rplN		COG0093	Large ribosomal subunit protein uL14
FKNNEFFE_03213	CDS	315	rplX		COG0198	Large ribosomal subunit protein uL24
FKNNEFFE_03214	CDS	540	rplE		COG0094	Large ribosomal subunit protein uL5
FKNNEFFE_03215	CDS	306	rpsN		COG0199	Small ribosomal subunit protein uS14
FKNNEFFE_03216	CDS	393	rpsH		COG0096	Small ribosomal subunit protein uS8
FKNNEFFE_03217	CDS	534	rplF		COG0097	Large ribosomal subunit protein uL6
FKNNEFFE_03218	CDS	354	rplR		COG0256	Large ribosomal subunit protein uL18
FKNNEFFE_03219	CDS	504	rpsE		COG0098	Small ribosomal subunit protein uS5
FKNNEFFE_03220	CDS	180	rpmD		COG1841	Large ribosomal subunit protein uL30
FKNNEFFE_03221	CDS	435	rplO		COG0200	Large ribosomal subunit protein uL15
FKNNEFFE_03222	CDS	1332	secY		COG0201	Protein translocase subunit SecY
FKNNEFFE_03223	CDS	117	rpmJ		COG0257	Large ribosomal subunit protein bL36A
FKNNEFFE_03224	CDS	357	rpsM		COG0099	Small ribosomal subunit protein uS13
FKNNEFFE_03225	CDS	390	rpsK		COG0100	Small ribosomal subunit protein uS11
FKNNEFFE_03226	CDS	621	rpsD		COG0522	Small ribosomal subunit protein uS4
FKNNEFFE_03227	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
FKNNEFFE_03228	CDS	384	rplQ		COG0203	Large ribosomal subunit protein bL17
FKNNEFFE_03229	CDS	369				hypothetical protein
FKNNEFFE_03230	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
FKNNEFFE_03231	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
FKNNEFFE_03232	CDS	411	mscL		COG1970	Large-conductance mechanosensitive channel
FKNNEFFE_03233	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
FKNNEFFE_03234	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
FKNNEFFE_03235	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
FKNNEFFE_03236	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
FKNNEFFE_03237	CDS	1125				hypothetical protein
FKNNEFFE_03238	CDS	474	smg			Protein Smg
FKNNEFFE_03239	CDS	543	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
FKNNEFFE_03240	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
FKNNEFFE_03241	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
FKNNEFFE_03242	CDS	258				hypothetical protein
FKNNEFFE_03243	CDS	555	yrdA_2		COG0663	Protein YrdA
FKNNEFFE_03244	rRNA	1538				16S ribosomal RNA
FKNNEFFE_03245	tRNA	77				tRNA-Ile(gat)
FKNNEFFE_03246	tRNA	76				tRNA-Ala(tgc)
FKNNEFFE_03247	rRNA	2901				23S ribosomal RNA
FKNNEFFE_03248	rRNA	111				5S ribosomal RNA
FKNNEFFE_03249	tRNA	76				tRNA-Thr(ggt)
FKNNEFFE_03250	rRNA	111				5S ribosomal RNA
FKNNEFFE_03251	CDS	759	glnQ_1			Glutamine transport ATP-binding protein GlnQ
FKNNEFFE_03252	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
FKNNEFFE_03253	CDS	1182				hypothetical protein
FKNNEFFE_03254	CDS	1026	yhdW		COG0834	Putative amino-acid ABC transporter-binding protein YhdW
FKNNEFFE_03255	CDS	222				hypothetical protein
FKNNEFFE_03256	CDS	291				hypothetical protein
FKNNEFFE_03257	CDS	3105	acrF			multidrug efflux RND transporter permease subunit AcrF
FKNNEFFE_03258	CDS	1158	acrE		COG0845	Multidrug export protein AcrE
FKNNEFFE_03259	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
FKNNEFFE_03260	CDS	180				hypothetical protein
FKNNEFFE_03261	CDS	885	yhdJ	2.1.1.72	COG2189	DNA adenine methyltransferase YhdJ
FKNNEFFE_03262	CDS	297	fis		COG2901	DNA-binding protein Fis
FKNNEFFE_03263	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
FKNNEFFE_03264	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
FKNNEFFE_03265	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
FKNNEFFE_03266	CDS	243	yhdT		COG3924	putative membrane protein YhdT
FKNNEFFE_03267	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
FKNNEFFE_03268	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
FKNNEFFE_03269	CDS	162				hypothetical protein
FKNNEFFE_03270	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
FKNNEFFE_03271	CDS	1941	csrD		COG2199	RNase E specificity factor CsrD
FKNNEFFE_03272	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
FKNNEFFE_03273	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
FKNNEFFE_03274	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
